date,rank,id,symbol,name,slug,price
2024-Jan-20 22:08:27,8,2010,ADA,Cardano,cardano,42.563247345546216
2024-Jan-20 22:08:27,9,5805,AVAX,Avalanche,avalanche,2705.68575130184
2024-Jan-20 22:08:27,10,74,DOGE,Dogecoin,dogecoin,6.5906442188652
2024-Jan-20 22:08:27,11,1958,TRX,TRON,tron,9.157705363893962
2024-Jan-20 22:08:27,12,1975,LINK,Chainlink,chainlink,1311.5645891979648
2024-Jan-20 22:08:27,13,6636,DOT,Polkadot,polkadot-new,571.0931753969328
2024-Jan-20 22:08:27,14,11419,TON,Toncoin,toncoin,187.4659694415746
2024-Jan-20 22:08:27,15,3890,MATIC,Polygon,polygon,64.30574570424703
2024-Jan-20 22:09:32,1,1,BTC,Bitcoin,bitcoin,3459798.370193128
2024-Jan-20 22:09:32,2,1027,ETH,Ethereum,ethereum,204891.99521495626
2024-Jan-20 22:09:32,3,825,USDT,Tether USDt,tether,83.16915963644982
2024-Jan-20 22:09:32,4,1839,BNB,BNB,bnb,26190.481773244883
2024-Jan-20 22:09:32,5,5426,SOL,Solana,solana,7582.816831635611
2024-Jan-20 22:09:32,6,52,XRP,XRP,xrp,45.59309592063675
2024-Jan-20 22:09:32,7,3408,USDC,USDC,usd-coin,83.23640100634175
2024-Jan-20 22:09:32,8,2010,ADA,Cardano,cardano,42.53961131071261
2024-Jan-20 22:09:32,9,5805,AVAX,Avalanche,avalanche,2701.892489755146
2024-Jan-20 22:09:32,10,74,DOGE,Dogecoin,dogecoin,6.590972063641362
2024-Jan-20 22:09:32,11,1958,TRX,TRON,tron,9.158315612772164
2024-Jan-20 22:09:32,12,1975,LINK,Chainlink,chainlink,1311.722065970093
2024-Jan-20 22:09:32,13,6636,DOT,Polkadot,polkadot-new,570.6171638725071
2024-Jan-20 22:09:32,14,11419,TON,Toncoin,toncoin,187.56843950017756
2024-Jan-20 22:09:32,15,3890,MATIC,Polygon,polygon,64.23936132681223
2024-Jan-20 22:10:35,1,1,BTC,Bitcoin,bitcoin,3459258.0031117084
2024-Jan-20 22:10:35,2,1027,ETH,Ethereum,ethereum,204858.9038949222
2024-Jan-20 22:10:35,3,825,USDT,Tether USDt,tether,83.16784712599018
2024-Jan-20 22:10:35,4,1839,BNB,BNB,bnb,26191.898958300844
2024-Jan-20 22:10:35,5,5426,SOL,Solana,solana,7582.310755920953
2024-Jan-20 22:10:35,6,52,XRP,XRP,xrp,45.59644593361899
2024-Jan-20 22:10:35,7,3408,USDC,USDC,usd-coin,83.23276238518874
2024-Jan-20 22:10:35,8,2010,ADA,Cardano,cardano,42.542150718750456
2024-Jan-20 22:10:35,9,5805,AVAX,Avalanche,avalanche,2702.008192312622
2024-Jan-20 22:10:35,10,74,DOGE,Dogecoin,dogecoin,6.591277119600783
2024-Jan-20 22:10:35,11,1958,TRX,TRON,tron,9.159027398506998
2024-Jan-20 22:10:35,12,1975,LINK,Chainlink,chainlink,1311.9065563626657
2024-Jan-20 22:10:35,13,6636,DOT,Polkadot,polkadot-new,570.5827677545284
2024-Jan-20 22:10:35,14,11419,TON,Toncoin,toncoin,187.8135170080612
2024-Jan-20 22:10:35,15,3890,MATIC,Polygon,polygon,64.24311972052335
2024-Jan-20 22:11:37,1,1,BTC,Bitcoin,bitcoin,3458880.7067448893
2024-Jan-20 22:11:37,2,1027,ETH,Ethereum,ethereum,204842.12357520775
2024-Jan-20 22:11:37,3,825,USDT,Tether USDt,tether,83.1726080609462
2024-Jan-20 22:11:37,4,1839,BNB,BNB,bnb,26181.734371505634
2024-Jan-20 22:11:37,5,5426,SOL,Solana,solana,7581.890916961417
2024-Jan-20 22:11:37,6,52,XRP,XRP,xrp,45.597725790186956
2024-Jan-20 22:11:37,7,3408,USDC,USDC,usd-coin,83.22869103952385
2024-Jan-20 22:11:37,8,2010,ADA,Cardano,cardano,42.542990000421455
2024-Jan-20 22:11:37,9,5805,AVAX,Avalanche,avalanche,2700.619536979321
2024-Jan-20 22:11:37,10,74,DOGE,Dogecoin,dogecoin,6.591920179357599
2024-Jan-20 22:11:37,11,1958,TRX,TRON,tron,9.159260782003862
2024-Jan-20 22:11:37,12,1975,LINK,Chainlink,chainlink,1312.4877634967008
2024-Jan-20 22:11:37,13,6636,DOT,Polkadot,polkadot-new,570.280755519545
2024-Jan-20 22:11:37,14,11419,TON,Toncoin,toncoin,187.82944758953124
2024-Jan-20 22:11:37,15,3890,MATIC,Polygon,polygon,64.25451785999304
2024-Jan-20 22:12:39,1,1,BTC,Bitcoin,bitcoin,3459651.3936936543
2024-Jan-20 22:12:39,2,1027,ETH,Ethereum,ethereum,204846.43894487733
2024-Jan-20 22:12:39,3,825,USDT,Tether USDt,tether,83.17424175169015
2024-Jan-20 22:12:39,4,1839,BNB,BNB,bnb,26179.2260844064
2024-Jan-20 22:12:39,5,5426,SOL,Solana,solana,7580.680213954605
2024-Jan-20 22:12:39,6,52,XRP,XRP,xrp,45.595674743728075
2024-Jan-20 22:12:39,7,3408,USDC,USDC,usd-coin,83.23898786803348
2024-Jan-20 22:12:39,8,2010,ADA,Cardano,cardano,42.54416037118711
2024-Jan-20 22:12:39,9,5805,AVAX,Avalanche,avalanche,2700.4115337581097
2024-Jan-20 22:12:39,10,74,DOGE,Dogecoin,dogecoin,6.591433408481989
2024-Jan-20 22:12:39,11,1958,TRX,TRON,tron,9.159163788979003
2024-Jan-20 22:12:39,12,1975,LINK,Chainlink,chainlink,1312.6203901514282
2024-Jan-20 22:12:39,13,6636,DOT,Polkadot,polkadot-new,570.2726923480224
2024-Jan-20 22:12:39,14,11419,TON,Toncoin,toncoin,187.81966370487075
2024-Jan-20 22:12:39,15,3890,MATIC,Polygon,polygon,64.25545124103506
